x,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,F
-2.1415926536,-2.6394764773,1.7415910999,0.9740733357,-0.0515794372,-0.4743416092,-0.3065096742,0.0646243744,0.2655270659,0.1815700596,-0.0416784999,-0.1821090093,-0.1363095952,0.0216850219,0.1359342256,0.1137161711,-0.0060610558,-0.1054886091,-0.0997471437,-0.0061338033,0.0831328838,0.0896176211,0.0157236136,-0.0655264167,-0.0813562386,-0.0232755360,-6.1121339000
-2.0415926536,-1.8463542513,1.9854986383,0.7725959994,-0.3221346020,-0.5089904580,-0.1073156770,0.2572931506,0.2476159250,-0.0138532947,-0.2003520971,-0.1408090340,0.0539075881,0.1594851276,0.0821986598,-0.0699305947,-0.1284725546,-0.0449019572,0.0760545681,0.1036114120,0.0191140856,-0.0771708604,-0.0828684432,-0.0004353090,0.0753723981,0.0650897557,-5.2254880923
-1.9415926536,-1.0347838639,2.1502506116,0.5021049634,-0.5418317961,-0.4190206910,0.1293667736,0.3289529377,0.0795042867,-0.1987927517,-0.1748229003,0.0543681460,0.1753772603,0.0636391477,-0.1079920829,-0.1236095603,0.0135637303,0.1170593490,0.0651876293,-0.0608591737,-0.0990414163,-0.0116988045,0.0818127291,0.0661064886,-0.0298020267,-0.0810169485,-4.6357142301
-1.8415926536,-0.2128742582,2.2292788786,0.1867623865,-0.6759856635,-0.2264600450,0.3208576883,0.2459010182,-0.1368335851,-0.2332898175,0.0114376648,0.1901313943,0.0731910323,-0.1254383327,-0.1189088714,0.0524430059,0.1276804457,0.0147370519,-0.1056760999,-0.0642611401,0.0633174586,0.0889830522,-0.0134253218,-0.0876550274,-0.0314207436,0.0647226663,-3.9425214300
-1.7415926536,0.6111623168,2.2194328315,-0.1452631182,-0.7034162582,0.0215459181,0.4002637814,0.0471980075,-0.2701700403,-0.0912378004,0.1871824937,0.1181175800,-0.1223345841,-0.1307483618,0.0675708806,0.1310289033,-0.0210201463,-0.1208569250,-0.0171679668,0.1024090861,0.0463426962,-0.0781466900,-0.0660110953,0.0506983972,0.0761409445,-0.0226873533,-3.2897027704
-1.6415926536,1.4290923599,2.1211050013,-0.4643127012,-0.6197928924,0.2642766890,0.3398462199,-0.1737029636,-0.2396249743,0.1198611651,0.1908326011,-0.0829760419,-0.1618488027,0.0554882654,0.1418785304,-0.0339057700,-0.1264528892,0.0164064469,0.1134772960,-0.0019544380,-0.1018881914,-0.0100789481,0.0911205286,0.0200967747,-0.0808709643,-0.0283710098,-2.8020349763
-1.5415926536,2.2327433845,1.9382154082,-0.7418866134,-0.4383178570,0.4423033095,0.1607105964,-0.3129087167,-0.0637266144,0.2402515905,0.0190320951,-0.1933928016,0.0050402467,0.1604344538,-0.0193415037,-0.1358257019,0.0284048742,0.1166291643,-0.0343965919,-0.1011453872,0.0384582009,0.0883233254,-0.0412379704,-0.0774783954,0.0431265372,0.0681458600,-2.1575753742
-1.4415926536,3.0140855753,1.6780552831,-0.9531900040,-0.1876420696,0.5120386539,-0.0745658621,-0.3049486110,0.1508274547,0.1788244020,-0.1702664313,-0.0924684075,0.1655015476,0.0303437915,-0.1484533707,0.0146899099,0.1247940717,-0.0464604982,-0.0978473405,0.0673529349,0.0698796741,-0.0791004255,-0.0425833453,0.0831472193,0.0172684893,-0.0808182316,-1.7512718574
-1.3415926536,3.7653120193,1.3509963894,-1.0793477703,0.0926582747,0.4564090779,-0.2837943197,-0.1535664086,0.2738916137,-0.0179335288,-0.2030227860,0.1095061796,0.1149012917,-0.1442005964,-0.0311228868,0.1379039481,-0.0356927288,-0.1046568055,0.0788588333,0.0575963850,-0.0966186116,-0.0084562421,0.0913586629,-0.0333196015,-0.0685938882,0.0613481605,-1.2493216058
-1.2415926536,4.4789167103,0.9700775329,-1.1090906149,0.3583299147,0.2890346418,-0.3938852566,0.0700404753,0.2308167951,-0.2011197225,-0.0491209275,0.1918115642,-0.0822307996,-0.1074907728,0.1378736343,0.0048199689,-0.1227096505,0.0734294046,0.0620135563,-0.1045935556,0.0105353850,0.0876386272,-0.0649460051,-0.0387471162,0.0838929148,-0.0174791426,-0.8219187058
-1.1415926536,5.1477695460,0.5504847464,-1.0397616980,0.5674291402,0.0508944449,-0.3663807413,0.2607062293,0.0477316059,-0.2321025198,0.1499424852,0.0645037835,-0.1744952274,0.0866932848,0.0779908623,-0.1372220459,0.0428588551,0.0857348565,-0.1070380531,0.0100316256,0.0878500773,-0.0800317970,-0.0149170698,0.0849521504,-0.0551303282,-0.0333415535,-0.5045836079
-1.0415926536,5.7651875701,0.1089458703,-0.8775539654,0.6869437811,-0.1997064870,-0.2108888921,0.3287577700,-0.1643069350,-0.0874347575,0.2111494685,-0.1332942321,-0.0442285980,0.1538714771,-0.1113618663,-0.0242333760,0.1202067343,-0.0955223331,-0.0133750165,0.0981073158,-0.0836524485,-0.0068311453,0.0825034296,-0.0744560453,-0.0025873998,0.0709018880,-0.0825944605
-0.9415926536,6.3250017457,-0.3369363339,-0.6369569505,0.6980051035,-0.4014123060,0.0182725143,0.2421893945,-0.2766790938,0.1234018862,0.0782266043,-0.1854272769,0.1424420765,-0.0043724051,-0.1158465787,0.1337936435,-0.0498788136,-0.0611198031,0.1131157166,-0.0734657688,-0.0182266737,0.0869291512,-0.0821896512,0.0142644049,0.0589461928,-0.0802636363,0.1320768748
-0.8415926536,6.8216185946,-0.7693859498,-0.3394624683,0.5988667678,-0.5048383927,0.2410508058,0.0417155624,-0.2212214271,0.2408504426,-0.1266174392,-0.0349239551,0.1474585800,-0.1562107035,0.0719816423,0.0431617518,-0.1172938592,0.1112722333,-0.0380252390,-0.0506058826,0.0988223937,-0.0809405414,0.0142339735,0.0554479835,-0.0843457045,0.0577035116,0.4405764130
-0.7415926536,7.2500760854,-1.1711625757,-0.0116448148,0.4051805373,-0.4846624340,0.3796231158,-0.1783777504,-0.0315738111,0.1760281858,-0.2150499930,0.1537445358,-0.0355765567,-0.0791999554,0.1403156069,-0.1276873604,0.0567286629,0.0324461738,-0.0958368887,0.1061864766,-0.0640225793,-0.0052041171,0.0654362325,-0.0881517285,0.0654457921,-0.0121939635,0.6511306088
-0.6415926536,7.6060932126,-1.5262486456,0.3172130353,0.1475252091,-0.3458242083,0.3855821496,-0.3145772200,0.1772260550,-0.0220086926,-0.1057665750,0.1743998053,-0.1732414623,0.1138389130,-0.0242835567,-0.0612262450,0.1139809595,-0.1196332550,0.0815739228,-0.0180520774,-0.0455368059,0.0861950979,-0.0912525655,0.0620187824,-0.0121729270,-0.0381652796,0.7879213591
-0.5415926536,7.8861127706,-1.8204879983,0.6177351897,-0.1334211058,-0.1223161553,0.2568462453,-0.3028261077,0.2785229742,-0.2033898313,0.1007581443,0.0044696148,-0.0899742179,0.1401035071,-0.1485704204,0.1190254139,-0.0633850420,-0.0016180014,0.0587693565,-0.0945143800,0.1019225748,-0.0818264018,0.0419682409,0.0055084733,-0.0474933123,0.0733457037,0.9955289677
-0.4415926536,8.0873368966,-2.0421502394,0.8630768994,-0.3933031618,0.1311391584,0.0383865579,-0.1486511451,0.2108715948,-0.2308496005,0.2146462904,-0.1703450055,0.1080357512,-0.0388838649,-0.0262206231,0.0780652944,-0.1102793336,0.1200501962,-0.1082789645,0.0791631034,-0.0392927082,-0.0035756176,0.0418558521,-0.0693591098,0.0822154671,-0.0793556049,1.0145618156
-0.3415926536,8.2077550257,-2.1823983949,1.0313225202,-0.5910912965,0.3524870325,-0.1934826584,0.0754367738,0.0153083355,-0.0836069944,0.1311896270,-0.1590052824,0.1682694023,-0.1609062837,0.1396571316,-0.1079811730,0.0698252497,-0.0293176123,-0.0095669414,0.0433291692,-0.0692195024,0.0854366750,-0.0912326724,0.0869161501,-0.0737570252,0.0538047687,1.1294357570
-0.2415926536,8.2461639796,-2.2356412133,1.1074431717,-0.6955591124,0.4875337876,-0.3577628157,0.2640455992,-0.1895407546,0.1269077182,-0.0728821745,0.0260966467,0.0139116943,-0.0472006199,0.0736948704,-0.0933418664,0.1062016057,-0.1124953703,0.1126262228,-0.1071788400,0.0969036621,-0.0826891275,0.0655252071,-0.0464611835,0.0265604666,-0.0068550890,1.1262701975
-0.1415926536,8.2021799889,-2.1997560715,1.0846392229,-0.6902134384,0.5032152682,-0.3970661285,0.3284696535,-0.2794169664,0.2413811998,-0.2099464408,0.1826799579,-0.1581873817,0.1356540626,-0.1146057185,0.0947756881,-0.0760273221,0.0583064305,-0.0416108861,0.0259704324,-0.0114328025,-0.0019461071,0.0141093572,-0.0250042051,0.0345859828,-0.0428209471,1.0781965616
-0.0415926536,8.0762425271,-2.0761735969,0.9649476827,-0.5758982389,0.3956921009,-0.2976628190,0.2384092973,-0.1998025958,0.1731822016,-0.1539869177,0.1396291940,-0.1285525431,0.1197752256,-0.1126532834,0.1067502003,-0.1017616827,0.0974704452,-0.0937180618,0.0903869004,-0.0873882129,0.0846540967,-0.0821319521,0.0797805881,-0.0775674394,0.0754665458,1.0753533945
0.0584073464,7.8696099195,-1.8698206327,0.7590602399,-0.3706613703,0.1912897070,-0.0942773230,0.0362213233,0.0010093483,-0.0260776340,0.0435474674,-0.0560094362,0.0650233600,-0.0715745975,0.0763110050,-0.0796732672,0.0819701071,-0.0834234909,0.0841967660,-0.0844127161,0.0841654592,-0.0835284748,0.0825601339,-0.0813075805,0.0798095018,-0.0780981356,0.8961734123
0.1584073464,7.5843467710,-1.5889238204,0.4853682065,-0.1069052215,-0.0599470785,0.1420419543,-0.1830021050,0.2012090353,-0.2056024362,0.2010445118,-0.1904405200,0.1756759806,-0.1580674676,0.1385940104,-0.1180219283,0.0969747068,-0.0759731302,0.0554586986,-0.0358073995,0.0173378337,-0.0003160465,-0.0150415101,0.0285659944,-0.0401346108,0.0496690997,0.8183672612
0.2584073464,7.2233033366,-1.2446816296,0.1683196767,0.1737289112,-0.2965067286,0.3287418904,-0.3161567838,0.2793580214,-0.2295314136,0.1737021592,-0.1167567263,0.0622917477,-0.0129911273,-0.0291981491,0.0629761853,-0.0876333373,0.1030009300,-0.1093974310,0.1075650335,-0.0985956285,0.0838475845,-0.0648562430,0.0432419063,-0.0206194823,-0.0014860286,0.6019304065
0.3584073464,6.7900870429,-0.8508179100,-0.1637643484,0.4269350687,-0.4604711904,0.4006028262,-0.3006179871,0.1880521804,-0.0797555933,-0.0133411575,0.0845197237,-0.1305321849,0.1511172449,-0.1485194624,0.1269314465,-0.0918570036,0.0494309247,-0.0057480477,-0.0337419066,0.0647226841,-0.0843442063,0.0913774530,-0.0861880850,0.0705439641,-0.0472880551,0.3675971535
0.4584073464,6.2890264441,-0.4230347652,-0.4812197921,0.6127375664,-0.5116962453,0.3325216694,-0.1436938538,-0.0173235899,0.1303776700,-0.1881186755,0.1934323639,-0.1568904465,0.0938384994,-0.0212887083,-0.0450186347,0.0929976986,-0.1157387350,0.1120093679,-0.0857482207,0.0447273480,0.0013141036,-0.0426952233,0.0716082024,-0.0834178693,0.0772550754,0.1562249819
0.5584073464,5.7251279719,0.0216134407,-0.7556893049,0.7018022752,-0.4376402134,0.1482811268,0.0808117443,-0.2121911030,0.2418437119,-0.1899407508,0.0909606164,0.0168312451,-0.1009138676,0.1412827005,-0.1333004310,0.0864260269,-0.0196063272,-0.0451494784,0.0891849169,-0.1019489729,0.0830173662,-0.0411250797,-0.0092335714,0.0524796611,-0.0764967657,-0.2233093296
0.6584073464,5.1040259134,0.4653999869,-0.9626553428,0.6800678359,-0.2564345940,-0.0877582795,0.2673103163,-0.2783463403,0.1702872542,-0.0171321758,-0.1109135983,0.1690883109,-0.1478271821,0.0693155422,0.0261600357,-0.0980448960,0.1207910696,-0.0914932558,0.0280831144,0.0401241371,-0.0851360914,0.0910995340,-0.0593039880,0.0060215248,0.0453147156,-0.4916927204
0.7584073464,4.4319261152,0.8906325042,-1.0836302459,0.5509656387,-0.0124448425,-0.2931411940,0.3280886697,-0.1756604227,-0.0301392026,0.1714276427,-0.1915805724,0.1057096762,0.0218266715,-0.1177199712,0.1370014064,-0.0807002986,-0.0115202014,0.0867243971,-0.1073428727,0.0685539075,0.0029438821,-0.0660992754,0.0882592217,-0.0613601301,0.0038895756,-0.9231261882
0.8584073464,3.7155439763,1.2803583142,-1.1078076864,0.3348780818,0.2345918405,-0.3961214556,0.2345617952,0.0335787502,-0.2077569117,0.2023776770,-0.0628868109,-0.0924788691,0.1595044002,-0.1093325965,-0.0067778435,0.1027577163,-0.1178224406,0.0520853264,0.0413225472,-0.0971811205,0.0821636767,-0.0133005392,-0.0583060182,0.0844716239,-0.0515469329,-1.3428597663
0.9584073464,2.9620373501,1.6190402786,-1.0330279657,0.0659206391,0.4241922592,-0.3607250964,0.0307168433,0.2224495039,-0.2281483320,0.0472626084,0.1345301454,-0.1727305469,0.0635078089,0.0805540731,-0.1379602978,0.0746993462,0.0418817469,-0.1103921877,0.0806245759,0.0123293243,-0.0859039063,0.0817540397,-0.0105634181,-0.0632175591,0.0787034168,-1.7622016173
1.0584073464,2.1789350259,1.8931762163,-0.8659709334,-0.2134442231,0.5099356187,-0.1993170828,-0.1875747199,0.2763853734,-0.0758816431,-0.1513054844,0.1849315152,-0.0327016371,-0.1255278712,0.1367156878,-0.0127400073,-0.1071200868,0.1070299756,-0.0019226539,-0.0934527157,0.0869195019,0.0045728282,-0.0829241483,0.0723823225,0.0087608377,-0.0745585469,-2.3444331179
1.1584073464,1.3740615031,2.0918371925,-0.6215592967,-0.4591109357,0.4708289541,0.0317181222,-0.3176469615,0.1626695842,0.1338107604,-0.2107640126,0.0332382907,0.1490311633,-0.1306649260,-0.0340797234,0.1361579129,-0.0684436354,-0.0694621931,0.1112658496,-0.0201999999,-0.0846718758,0.0812867572,0.0158478681,-0.0858897936,0.0502971858,0.0407607908,-2.7994176862
1.2584073464,0.5554588120,2.2071032210,-0.3216256192,-0.6322941264,0.3164469407,0.2516732745,-0.2983248737,-0.0497193920,0.2422378482,-0.0764470797,-0.1547779958,0.1407068324,0.0556224420,-0.1483005543,0.0320028668,0.1111171297,-0.0891303333,-0.0486370143,0.1065136141,-0.0164476354,-0.0866474337,0.0642711721,0.0420702974,-0.0829384951,0.0092480522,-3.4505543170
1.3584073464,-0.2686938399,2.2343790090,0.0070379170,-0.7056519775,0.0845876798,0.3837117114,-0.1386959363,-0.2319492522,0.1673441619,0.1281549458,-0.1736516878,-0.0470587396,0.1604228021,-0.0163327196,-0.1316303264,0.0619545012,0.0924300985,-0.0891649866,-0.0486694804,0.0983611387,0.0062004815,-0.0914951813,0.0298289329,0.0720194644,-0.0555788267,-4.0518763775
1.4584073464,-1.0901617918,2.1725771569,0.3350727770,-0.6676028972,-0.1679815952,0.3817086080,0.0861638671,-0.2734818084,-0.0341922499,0.2149319051,-0.0027574683,-0.1748110309,0.0302033813,0.1427485029,-0.0506251887,-0.1147352134,0.0653121147,0.0891539578,-0.0750449436,-0.0654177180,0.0803868558,0.0434188607,-0.0818189029,-0.0232749057,0.0798051922,-4.6801588019
1.5584073464,-1.9007372074,2.0241615095,0.6331765838,-0.5241539987,-0.3794231171,0.2463637061,0.2704994574,-0.1491239695,-0.2098526486,0.1041014621,0.1711501339,-0.0796295256,-0.1442640638,0.0648578300,0.1244681580,-0.0552540744,-0.1092603113,0.0486530547,0.0971919751,-0.0439143859,-0.0873664636,0.0403910852,0.0791990132,-0.0376939260,-0.0722920138,-5.4684880040
1.6584073464,-2.6923210852,1.7950489304,0.8747206121,-0.2979527089,-0.4979686272,0.0249568736,0.3276149263,0.0656904683,-0.2267007466,-0.1024393851,0.1580235422,0.1171022787,-0.1073843175,-0.1207011028,0.0682342471,0.1179619985,-0.0371569356,-0.1112621096,0.0122026406,0.1019673835,0.0078263818,-0.0909592583,-0.0237179040,0.0788654340,0.0360273783,-6.1020573527
1.7584073464,-3.4570041806,1.4943734150,1.0381284533,-0.0247112378,-0.4945940500,-0.2051681128,0.2306479762,0.2406579495,-0.0719862392,-0.2147979341,-0.0277924022,0.1644953631,0.0868137055,-0.1058882732,-0.1148147586,0.0483652064,0.1188352444,0.0019049141,-0.1050819479,-0.0409524223,0.0794642268,0.0666681650,-0.0475936718,-0.0786158248,0.0145658055,-6.9838168977
1.8584073464,-4.1871460330,1.1341219473,1.1088033715,0.2524315945,-0.3701255998,-0.3636219747,0.0252036789,0.2696455478,0.1372060189,-0.1296722530,-0.1832365939,0.0021100621,0.1538294466,0.0847060483,-0.0844775965,-0.1207864804,0.0065344016,0.1103965087,0.0557411542,-0.0678829416,-0.0880607926,0.0124906791,0.0871389486,0.0370761963,-0.0593659825,-7.7566769110
1.9584073464,-4.8754513064,0.7286566165,1.0804321869,0.4897210284,-0.1550374943,-0.3950522193,-0.1920943024,0.1350697751,0.2425634973,0.0746734994,-0.1384384144,-0.1629661684,-0.0045153120,0.1346827632,0.1028633411,-0.0413113913,-0.1205190878,-0.0520695501,0.0690408807,0.0974509651,0.0094500693,-0.0813697222,-0.0685235121,0.0239363165,0.0805555502,-8.5979882585
2.0584073464,-5.5150426818,0.2941420458,0.9555492128,0.6496942800,0.0980091970,-0.2884793581,-0.3190473317,-0.0814375107,0.1643537568,0.2103647809,0.0576463383,-0.1202141718,-0.1562451279,-0.0389227594,0.0990301263,0.1231990262,0.0245220402,-0.0867358870,-0.1003815470,-0.0132248801,0.0785191312,0.0832816658,0.0041721975,-0.0723771750,-0.0697071470,-9.5990680462
2.1584073464,-6.0995295739,-0.1520990401,0.7453098734,0.7070950902,0.3270598187,-0.0811323574,-0.2959474157,-0.2485458953,-0.0382356302,0.1526476529,0.1907347253,0.0758450938,-0.0790754654,-0.1479139436,-0.0888531130,0.0341166859,0.1142000280,0.0914827005,-0.0041362669,-0.0864439810,-0.0887302243,-0.0166529845,0.0629638419,0.0828046315,0.0311353213,-10.3916366953
2.2584073464,-6.6230719827,-0.5922764172,0.4684942227,0.6528611333,0.4760347902,0.1545565099,-0.1336588058,-0.2648896750,-0.2118890545,-0.0454130231,0.1153867249,0.1751802875,0.1139399392,-0.0113582614,-0.1116005675,-0.1251914080,-0.0539501299,0.0451657646,0.1030559709,0.0851716586,0.0110710851,-0.0636810658,-0.0880747936,-0.0497420548,0.0198194192,-11.5337960006
2.3584073464,-7.0804388455,-1.0088416025,0.1498293784,0.4955547586,0.5084598427,0.3362543416,0.0914916290,-0.1205549323,-0.2251890668,-0.2017211752,-0.0860567835,0.0511107774,0.1400330660,0.1440528811,0.0730644893,-0.0268056273,-0.1002976736,-0.1120062132,-0.0624975735,0.0155561485,0.0775518360,0.0916057412,0.0544004042,-0.0094456743,-0.0628917236,-12.4475178646
2.4584073464,-7.4670603038,-1.3851874568,-0.1822192780,0.2600111837,0.4163961925,0.4004888578,0.2736121210,0.0969068146,-0.0680704827,-0.1725678090,-0.1934567714,-0.1381395144,-0.0390225770,0.0603267747,0.1219373225,0.1267568310,0.0797957360,0.0057303279,-0.0626463440,-0.0981189425,-0.0893745697,-0.0441390963,0.0155834239,0.0636724165,0.0809511865,-13.5175702244
2.5584073464,-7.7790733639,-1.7063102584,-0.4979908291,-0.0165824399,0.2223842322,0.3248210938,0.3270485572,0.2555861882,0.1405624855,0.0152436049,-0.0894456988,-0.1512226259,-0.1609100532,-0.1235457420,-0.0558134794,0.0194031494,0.0797351911,0.1094023282,0.1030033923,0.0661076266,0.0126889707,-0.0396539262,-0.0751661275,-0.0844576053,-0.0668153289,-14.7507369257
2.6584073464,-8.0133604944,-1.9594078545,-0.7692783425,-0.2905580609,-0.0260751442,0.1356839765,0.2266689467,0.2592304096,0.2428205671,0.1890401188,0.1123123273,0.0285461321,-0.0470639245,-0.1023242083,-0.1298335012,-0.1278899564,-0.1003426168,-0.0554432042,-0.0039535002,0.0430979831,0.0765626148,0.0908118561,0.0845793528,0.0608845982,0.0261061618,-15.6289220303
2.7584073464,-8.1675807756,-2.1343900428,-0.9718485127,-0.5186609529,-0.2681504158,-0.1008514574,0.0196833888,0.1056289431,0.1613168845,0.1890340193,0.1913345709,0.1719104506,0.1357309639,0.0887622354,0.0374453623,-0.0119344982,-0.0538780037,-0.0842087039,-0.1004471416,-0.1019778053,-0.0899936464,-0.0672318313,-0.0375402619,-0.0053342349,0.0249857592,-17.1679319740
2.8584073464,-8.2401932896,-2.2242808355,-1.0876063496,-0.6648786847,-0.4445731136,-0.3021565757,-0.1965595745,-0.1120456229,-0.0422682002,0.0152309142,0.0612649112,0.0960400376,0.1196796722,0.1324975353,0.1351310615,0.1285869197,0.1142263850,0.0937079920,0.0689005260,0.0417774990,0.0143032689,-0.0116798404,-0.0345550002,-0.0530177356,-0.0661405247,-18.0383448918
2.9584073464,-8.2304725161,-2.2254965704,-1.1062115505,-0.7061266915,-0.5121488081,-0.3979097090,-0.3203574986,-0.2617548176,-0.2138655536,-0.1725754231,-0.1357555186,-0.1023087458,-0.0717026196,-0.0437217803,-0.0183277760,0.0044251449,0.0244431221,0.0416273998,0.0558974992,0.0672066572,0.0755517473,0.0809790296,0.0835865979,0.0835241250,0.0809903590,-19.5002401644
3.0584073464,-8.1385155818,-2.1379887800,-1.0260021682,-0.6358928201,-0.4543326126,-0.3546615330,-0.2934862853,-0.2526870523,-0.2236137198,-0.2017167123,-0.1844212647,-0.1701847724,-0.1580404057,-0.1473600675,-0.1377239727,-0.1288453440,-0.1205251084,-0.1126236569,-0.1050426826,-0.0977131746,-0.0905872795,-0.0836326584,-0.0768284917,-0.0701625942,-0.0636292933,-21.0459542994
3.1415926536,-8.0000000000,-2.0000000000,-0.8888888889,-0.5000000000,-0.3200000000,-0.2222222222,-0.1632653061,-0.1250000000,-0.0987654321,-0.0800000000,-0.0661157025,-0.0555555556,-0.0473372781,-0.0408163265,-0.0355555556,-0.0312500000,-0.0276816609,-0.0246913580,-0.0221606648,-0.0200000000,-0.0181405896,-0.0165289256,-0.0151228733,-0.0138888889,-0.0128000000,-18.4255234961
